Athlete_ID,Country,Year,Sport,Event,Gender,Age,Height_cm,Weight_kg,Experience_Years,Previous_Medals,World_Rank,Coach_Rating,Injury_History,Medal,Medal_Count
77822,Italy,2008,Boxing,Heavyweight,Male,23,189,62,14,0,47,6.9,No,Gold,1
77823,Russia,2001,Athletics,Vault,Male,26,169,51,14,1,159,8.2,No,Bronze,1
77824,Canada,2001,Shooting,Freestyle,Female,27,173,85,12,0,94,8.4,No,Bronze,2
77825,Canada,2021,Shooting,200m,Male,25,173,69,12,4,139,7,No,Silver,1
77826,China,2016,Swimming,Floor Exercise,Male,32,167,78,2,3,147,9,No,Silver,2
77827,Australia,2009,Athletics,Relay,Female,23,176,85,12,1,100,8.4,No,Silver,2
77828,Russia,2018,Swimming,Vault,Female,26,182,76,10,1,38,8.6,No,Bronze,4
77829,China,2006,Athletics,Butterfly,Male,22,174,76,7,2,192,7.7,No,Silver,3
77830,USA,2023,Athletics,Floor Exercise,Female,20,187,70,11,2,4,7.8,Yes,Bronze,1
77831,Australia,2021,Swimming,Floor Exercise,Female,23,165,71,3,0,186,5.6,No,Bronze,2
77832,Brazil,2016,Swimming,Single Sculls,Male,24,174,76,1,2,143,5.3,No,Silver,3
77833,Australia,2014,Athletics,Heavyweight,Male,25,159,64,8,0,14,7.1,No,Silver,1
77834,Australia,2005,Swimming,200m,Male,30,170,70,3,0,127,5.1,No,Silver,1
77835,China,2014,Shooting,Rifle,Male,24,193,76,7,0,75,9.4,Yes,Bronze,2
77836,China,2012,Rowing,Butterfly,Male,24,183,45,1,0,184,6,No,Bronze,1
77837,Germany,2013,Boxing,200m,Female,23,188,67,1,1,16,6.4,No,Silver,1
77838,USA,2000,Shooting,Rifle,Female,24,186,83,11,0,32,9.6,No,Bronze,1
77839,Russia,2010,Swimming,Floor Exercise,Male,21,168,87,9,0,49,9.7,No,Gold,1
77840,USA,2012,Swimming,100m,Male,27,166,59,3,1,59,8,No,Gold,3
77841,Japan,2008,Swimming,100m,Male,21,170,69,2,0,186,8,Yes,Bronze,1
77842,India,2007,Wrestling,Vault,Female,23,188,51,7,0,166,7.8,Yes,Bronze,1
77843,USA,2022,Swimming,Freestyle,Female,23,178,63,10,1,78,6.4,No,Gold,2
77844,Germany,2023,Gymnastics,100m,Male,30,169,89,4,0,57,9.5,No,Gold,3
77845,India,2012,Swimming,Relay,Male,22,173,63,8,0,11,6.3,No,Bronze,1
77846,USA,2008,Boxing,Heavyweight,Male,19,164,78,13,1,197,6.2,No,Silver,1
77847,Japan,2007,Athletics,Relay,Female,28,192,74,14,0,165,9.1,No,Bronze,4
77848,Germany,2005,Cycling,Rifle,Male,27,178,61,6,0,83,9.5,No,Bronze,1
77849,USA,2010,Boxing,200m,Female,17,178,57,8,0,171,9.5,No,Bronze,1
77850,Germany,2016,Athletics,100m,Male,25,186,95,13,1,99,5.4,No,Bronze,2
77851,India,2006,Athletics,Floor Exercise,Male,30,208,86,2,1,106,8,No,Bronze,1
77852,China,2007,Swimming,Butterfly,Female,20,181,68,10,0,184,6.3,No,Bronze,1
77853,Canada,2009,Swimming,Floor Exercise,Male,16,168,73,4,1,111,7.6,No,Silver,1
77854,UK,2003,Swimming,Butterfly,Male,22,162,62,14,3,136,7.4,No,Silver,1
77855,India,2002,Shooting,Relay,Male,29,168,66,8,1,18,6.9,No,Silver,1
77856,Canada,2021,Wrestling,Butterfly,Female,25,172,62,9,1,104,7.7,No,Bronze,1
77857,Italy,2007,Gymnastics,Rifle,Female,20,177,86,15,1,75,7.8,No,Silver,1
77858,India,2004,Athletics,Vault,Male,21,158,70,3,0,14,9.5,No,Bronze,1
77859,USA,2023,Gymnastics,100m,Female,33,170,58,12,0,31,5.6,No,Silver,3
77860,Germany,2013,Cycling,Freestyle,Male,18,177,67,1,0,154,5.6,No,Gold,2
77861,Australia,2009,Swimming,100m,Male,18,174,64,5,0,85,6.6,No,Silver,3
77862,Germany,2016,Rowing,Vault,Male,27,168,80,14,0,129,8.1,No,Bronze,1
77863,Russia,2009,Swimming,Heavyweight,Female,22,165,80,9,0,177,5.4,No,Bronze,3
77864,Russia,2019,Athletics,Heavyweight,Male,23,165,63,15,0,173,6.4,No,Bronze,1
77865,Brazil,2023,Cycling,Single Sculls,Male,23,163,59,2,0,67,7.8,No,Silver,1
77866,France,2018,Swimming,Heavyweight,Male,28,183,82,10,2,17,8.6,No,Bronze,1
77867,USA,2004,Athletics,200m,Female,33,193,60,11,0,77,9.4,Yes,Gold,1
77868,Japan,2001,Swimming,Road Race,Male,19,177,79,14,2,66,9,Yes,Silver,4
77869,Japan,2000,Rowing,Vault,Male,28,173,55,14,1,153,6.8,No,Silver,1
77870,Japan,2016,Athletics,Rifle,Female,28,178,71,3,0,128,8,No,Silver,1
77871,Italy,2017,Boxing,200m,Male,26,179,62,11,1,182,8.5,No,Silver,2
77872,India,2021,Swimming,200m,Male,23,181,76,1,0,131,5.4,No,Silver,3
77873,Germany,2022,Cycling,100m,Female,22,175,60,3,0,128,5.3,No,Gold,1
77874,Italy,2018,Wrestling,Butterfly,Male,24,183,45,1,1,17,8.1,No,Bronze,1
77875,USA,2024,Gymnastics,Freestyle,Female,27,180,68,9,0,45,9.1,No,Bronze,3
77876,France,2005,Gymnastics,Butterfly,Male,24,184,62,7,0,112,9.3,No,Silver,2
77877,Canada,2016,Gymnastics,Rifle,Female,27,180,57,9,1,131,6.2,No,Silver,1
77878,China,2021,Athletics,Relay,Male,24,182,76,3,1,71,6.3,No,Silver,2
77879,India,2014,Shooting,Butterfly,Female,21,184,60,12,0,59,7.4,No,Bronze,1
77880,India,2014,Boxing,Freestyle,Female,24,175,81,14,2,184,9.4,No,Bronze,3
77881,China,2016,Swimming,Road Race,Male,16,156,52,9,1,45,7.1,No,Silver,1
77882,Russia,2006,Boxing,Freestyle,Male,25,178,76,13,0,81,7.5,No,Silver,1
77883,Brazil,2018,Shooting,Vault,Female,25,187,90,2,0,38,9,No,Bronze,2
77884,China,2024,Gymnastics,Freestyle,Male,24,158,80,14,2,41,7.4,No,Gold,3
77885,China,2016,Athletics,Rifle,Male,24,171,45,1,0,72,8.2,No,Gold,1
77886,India,2010,Rowing,Vault,Female,21,168,60,8,0,5,7.3,No,Bronze,4
77887,Italy,2003,Rowing,Vault,Male,27,181,89,6,2,142,6.9,No,Gold,1
77888,Russia,2005,Shooting,Freestyle,Female,22,160,74,4,0,17,5.6,No,Bronze,1
77889,China,2006,Boxing,Road Race,Male,28,175,83,7,0,113,7.9,No,Bronze,1
77890,Canada,2008,Gymnastics,Floor Exercise,Female,28,188,68,10,0,153,8.9,No,Silver,2
77891,Italy,2003,Gymnastics,Relay,Female,32,166,57,9,1,10,6.9,No,Gold,1
77892,Japan,2013,Swimming,Rifle,Male,26,171,62,14,2,73,9,No,Bronze,4
77893,China,2021,Cycling,Butterfly,Male,29,174,81,4,2,171,6.5,Yes,Gold,1
77894,India,2021,Shooting,Vault,Female,24,180,86,4,1,80,9.2,No,Silver,1
77895,China,2020,Athletics,Floor Exercise,Male,30,187,66,15,1,46,9.6,No,Silver,2
77896,China,2013,Swimming,Relay,Female,20,183,82,6,1,80,8.7,No,Silver,4
77897,China,2024,Gymnastics,Butterfly,Female,24,182,110,1,0,90,7,No,Bronze,2
77898,France,2020,Swimming,Freestyle,Male,27,178,59,4,0,10,7.1,Yes,Gold,1
77899,USA,2018,Athletics,Freestyle,Female,26,197,60,6,1,135,8.4,No,Silver,3
77900,Japan,2015,Wrestling,Floor Exercise,Male,21,167,67,4,0,73,9.2,No,Silver,1
77901,USA,2009,Boxing,Floor Exercise,Male,21,176,75,5,1,88,8.3,No,Bronze,1
77902,India,2004,Rowing,200m,Female,23,174,68,13,0,90,6.6,No,Silver,1
77903,Australia,2008,Athletics,Freestyle,Male,26,188,82,13,0,1,9.7,No,Bronze,2
77904,China,2008,Shooting,Single Sculls,Male,25,168,64,4,0,34,7.3,No,Silver,3
77905,Brazil,2012,Wrestling,100m,Male,29,162,53,12,3,68,7,No,Bronze,1
77906,USA,2015,Shooting,Relay,Female,24,174,80,8,2,183,8,No,Bronze,4
77907,USA,2024,Athletics,Vault,Female,27,173,65,5,1,35,9.4,No,Gold,2
77908,Canada,2001,Wrestling,Road Race,Female,23,173,68,9,0,81,8.6,No,Bronze,1
77909,Brazil,2013,Swimming,Rifle,Female,26,162,67,8,0,194,5.7,No,Gold,1
77910,Brazil,2004,Boxing,Rifle,Female,25,159,83,5,0,152,6,Yes,Gold,1
77911,Canada,2008,Gymnastics,Heavyweight,Male,27,152,64,15,1,31,5.2,No,Silver,1
77912,Brazil,2020,Rowing,Relay,Male,22,186,66,5,1,76,9.1,No,Silver,1
77913,France,2001,Athletics,Rifle,Female,35,161,54,8,0,178,8.7,No,Silver,1
77914,USA,2009,Swimming,Single Sculls,Male,19,180,84,13,2,79,5.9,No,Silver,1
77915,France,2002,Athletics,Floor Exercise,Female,27,180,62,4,0,57,9.1,No,Silver,1
77916,UK,2007,Cycling,100m,Female,29,163,68,15,1,193,7.8,No,Silver,3
77917,Japan,2009,Shooting,100m,Male,29,150,60,6,1,85,7.2,No,Bronze,1
77918,USA,2003,Athletics,Road Race,Female,18,161,63,13,0,24,9.6,No,Gold,4
77919,Russia,2012,Boxing,100m,Male,22,156,85,13,2,126,9.3,No,Silver,1
77920,Russia,2001,Athletics,Freestyle,Female,23,170,68,6,0,66,9.9,No,Bronze,1
77921,Canada,2017,Athletics,Road Race,Female,21,183,67,2,0,40,7.5,No,Bronze,3
77922,India,2008,Boxing,Road Race,Male,22,172,70,6,2,52,9.2,No,Silver,1
77923,USA,2001,Athletics,100m,Male,22,186,83,11,0,138,8.9,Yes,Silver,2
77924,Japan,2015,Gymnastics,Vault,Male,22,186,85,15,0,177,9.3,No,Silver,1
77925,India,2015,Gymnastics,Floor Exercise,Female,24,159,51,11,0,131,7.1,Yes,Gold,3
77926,Australia,2009,Athletics,100m,Female,27,188,85,15,3,109,8.4,No,Bronze,4
77927,China,2004,Boxing,Single Sculls,Male,27,177,100,7,0,42,6.9,No,Bronze,1
77928,USA,2015,Boxing,Freestyle,Female,25,170,49,2,3,7,8,No,Silver,2
77929,Japan,2008,Cycling,100m,Male,27,183,84,7,0,193,6.4,No,Gold,1
77930,Russia,2006,Gymnastics,Relay,Male,23,167,86,8,1,32,5.7,Yes,Bronze,3
77931,China,2023,Gymnastics,Relay,Female,26,172,90,9,2,35,5.3,No,Silver,1
77932,USA,2017,Swimming,Relay,Female,26,174,62,6,4,4,7.1,No,Gold,1
77933,Japan,2020,Swimming,Butterfly,Female,28,179,77,11,0,120,6.3,Yes,Bronze,1
77934,Brazil,2009,Athletics,Rifle,Male,28,164,80,4,1,43,7.9,No,Gold,1
77935,Brazil,2004,Cycling,Relay,Male,32,180,78,15,0,154,9.9,No,Silver,4
77936,Australia,2012,Athletics,Vault,Female,21,178,50,8,2,114,7,Yes,Gold,1
77937,Canada,2023,Boxing,Rifle,Male,28,172,102,5,1,83,7.6,No,Bronze,1
77938,China,2004,Athletics,Road Race,Male,23,180,74,2,0,27,10,No,Silver,3
77939,India,2015,Athletics,200m,Female,24,174,69,5,2,186,7,No,Bronze,1
77940,Germany,2013,Gymnastics,Rifle,Female,23,176,79,14,0,65,5.4,Yes,Gold,1
77941,Australia,2019,Swimming,Rifle,Female,29,195,67,12,0,37,6.5,No,Silver,1
77942,China,2012,Swimming,Rifle,Female,27,153,64,15,0,142,7.4,No,Bronze,3
77943,Japan,2021,Swimming,Relay,Male,25,171,69,2,1,28,6,Yes,Gold,1
77944,China,2020,Gymnastics,Floor Exercise,Female,23,168,64,15,0,140,10,No,Bronze,2
77945,Russia,2012,Swimming,Floor Exercise,Male,31,180,69,8,1,161,7.3,No,Bronze,1
77946,Canada,2003,Rowing,200m,Male,24,156,72,12,2,191,7.3,Yes,Bronze,1
77947,France,2007,Cycling,Freestyle,Female,33,169,63,3,0,177,5.6,No,Gold,1
77948,Australia,2021,Cycling,Heavyweight,Female,26,181,84,1,3,110,5.8,No,Gold,1
77949,China,2014,Swimming,Heavyweight,Female,28,170,74,3,0,75,9.6,No,Bronze,1
77950,France,2016,Rowing,Freestyle,Male,27,180,80,14,0,57,7.4,No,Bronze,2
77951,India,2024,Shooting,Relay,Male,34,173,112,9,0,90,9.4,No,Silver,1
77952,France,2016,Swimming,Road Race,Female,27,181,69,7,0,73,6.7,No,Gold,2
77953,China,2012,Athletics,Rifle,Male,28,164,60,14,0,157,8,No,Gold,1
77954,UK,2003,Boxing,Butterfly,Male,27,173,82,11,1,110,8.2,No,Bronze,1
77955,Germany,2000,Swimming,Butterfly,Female,20,164,74,8,1,130,5.2,No,Gold,1
77956,USA,2013,Cycling,100m,Female,26,159,100,1,0,70,5.3,No,Bronze,2
77957,Italy,2010,Cycling,100m,Male,25,177,58,8,4,15,8.1,Yes,Bronze,1
77958,UK,2006,Rowing,Rifle,Female,27,172,61,8,2,102,8.2,Yes,Bronze,1
77959,China,2010,Cycling,Vault,Male,23,158,66,5,2,187,7.1,No,Gold,2
77960,China,2002,Athletics,Heavyweight,Female,20,195,77,12,1,44,6.3,No,Silver,1
77961,Russia,2017,Athletics,100m,Male,24,168,66,15,3,147,6.4,No,Silver,1
77962,USA,2003,Boxing,Relay,Male,24,189,63,9,0,190,5.8,No,Gold,1
77963,Japan,2009,Swimming,Single Sculls,Male,31,194,84,5,0,192,9.3,No,Silver,1
77964,Germany,2011,Gymnastics,Butterfly,Female,17,181,83,12,0,190,6.4,No,Bronze,1
77965,China,2023,Gymnastics,Freestyle,Male,24,174,71,11,2,36,6.9,No,Silver,3
77966,USA,2019,Boxing,200m,Male,27,189,68,12,0,190,6.8,No,Bronze,3
77967,UK,2001,Wrestling,Rifle,Male,25,186,74,5,0,136,5.2,No,Gold,3
77968,India,2020,Wrestling,Heavyweight,Male,31,167,80,3,1,82,5.9,No,Silver,2
77969,USA,2015,Shooting,Vault,Female,27,174,69,6,1,101,9.9,No,Bronze,1
77970,China,2004,Boxing,Road Race,Female,22,181,90,13,3,5,5.8,No,Gold,1
77971,UK,2005,Athletics,Rifle,Male,21,163,89,6,1,115,7.7,No,Gold,4
77972,USA,2005,Swimming,Freestyle,Male,21,179,65,13,3,42,6.1,No,Silver,2
77973,Italy,2019,Athletics,Butterfly,Female,25,174,74,13,0,51,9.6,No,Silver,1
77974,Canada,2021,Athletics,100m,Male,25,180,59,2,1,43,9.7,No,Gold,1
77975,India,2001,Swimming,Rifle,Female,23,176,63,15,0,179,7.2,Yes,Silver,1
77976,China,2017,Athletics,Floor Exercise,Male,31,178,74,7,0,150,9.1,No,Silver,1
77977,France,2020,Athletics,Floor Exercise,Male,28,178,50,9,0,99,9.8,Yes,Bronze,2
77978,Japan,2005,Swimming,Single Sculls,Male,16,189,68,12,1,29,5.8,No,Silver,1
77979,France,2022,Gymnastics,Single Sculls,Female,24,180,62,7,0,24,5.6,No,Silver,1
77980,Australia,2001,Cycling,100m,Male,27,176,79,11,0,90,5,No,Bronze,1
77981,USA,2013,Boxing,Freestyle,Male,23,179,55,12,0,2,9.8,No,Gold,1
77982,Canada,2003,Rowing,Rifle,Male,23,174,61,12,1,139,9.5,No,Silver,1
77983,UK,2015,Swimming,Heavyweight,Male,24,169,102,11,0,121,5,No,Bronze,3
77984,Russia,2006,Wrestling,Road Race,Male,32,185,62,11,0,34,8.3,No,Silver,4
77985,China,2020,Swimming,Single Sculls,Male,21,159,65,1,0,197,6.8,No,Bronze,1
77986,USA,2018,Gymnastics,Floor Exercise,Male,21,188,74,11,1,21,8.1,No,Gold,1
77987,India,2024,Gymnastics,Relay,Male,28,175,59,14,1,7,6.4,No,Bronze,1
77988,China,2024,Boxing,100m,Male,18,169,63,6,0,1,6.2,No,Silver,1
77989,Japan,2016,Rowing,Heavyweight,Male,29,178,82,1,0,42,8.7,No,Silver,1
77990,USA,2007,Athletics,Single Sculls,Male,22,185,62,15,1,182,6.3,No,Silver,2
77991,Italy,2018,Rowing,Floor Exercise,Female,22,164,62,15,2,96,8.5,No,Bronze,3
77992,USA,2012,Athletics,Single Sculls,Male,26,181,71,5,0,163,7.5,Yes,Bronze,1
77993,Canada,2021,Athletics,200m,Male,30,166,73,13,0,195,9.9,No,Silver,2
77994,Italy,2005,Wrestling,Floor Exercise,Male,29,169,81,11,1,195,5.6,Yes,Gold,1
77995,USA,2021,Boxing,Floor Exercise,Female,32,184,95,4,1,123,9.5,Yes,Gold,4
77996,India,2008,Cycling,Single Sculls,Female,29,181,60,2,1,171,6.2,No,Silver,1
77997,Australia,2016,Gymnastics,Road Race,Male,16,168,69,9,1,171,6.7,No,Bronze,2
77998,Australia,2001,Cycling,Single Sculls,Male,28,183,55,11,3,23,5.6,No,Silver,1
77999,USA,2004,Gymnastics,Heavyweight,Male,28,185,76,12,1,150,7.7,No,Silver,3
78000,USA,2006,Shooting,Relay,Male,28,186,89,15,1,104,8.3,No,Bronze,2
78001,USA,2008,Cycling,Freestyle,Male,29,178,60,15,0,186,6.2,Yes,Bronze,1
78002,Germany,2021,Boxing,Freestyle,Male,23,176,56,15,2,92,7,No,Silver,1
78003,USA,2006,Rowing,200m,Female,21,167,71,4,1,93,8.8,No,Bronze,2
78004,Germany,2007,Gymnastics,Floor Exercise,Female,22,150,51,14,0,168,8.5,No,Bronze,1
78005,India,2017,Athletics,Road Race,Male,19,193,72,6,1,106,6.3,No,Gold,4
78006,Russia,2001,Athletics,Freestyle,Male,21,183,71,15,0,72,9.5,No,Bronze,1
78007,Canada,2006,Cycling,Butterfly,Female,29,178,74,14,2,85,6.5,No,Gold,3
78008,Canada,2016,Athletics,Single Sculls,Female,20,182,70,12,0,185,5.8,No,Bronze,2
78009,USA,2015,Cycling,200m,Male,28,173,79,4,0,102,6.1,No,Gold,1
78010,Brazil,2015,Athletics,Freestyle,Female,22,186,69,10,0,126,6,No,Silver,3
78011,Germany,2003,Athletics,Vault,Female,32,181,54,8,0,117,6.1,No,Gold,1
78012,Italy,2013,Athletics,Relay,Female,22,179,68,1,0,183,7.6,No,Gold,2
78013,Germany,2023,Swimming,Freestyle,Male,26,187,73,1,0,150,9.2,No,Bronze,1
78014,UK,2011,Boxing,Rifle,Female,31,180,60,3,2,15,7.2,No,Bronze,2
78015,Australia,2024,Wrestling,100m,Male,17,171,72,8,0,150,7.7,No,Gold,2
78016,China,2023,Cycling,200m,Male,26,175,79,1,0,150,9.5,No,Bronze,1
78017,USA,2019,Athletics,Freestyle,Male,31,170,68,3,2,56,8.2,No,Bronze,1
78018,USA,2008,Rowing,Relay,Male,24,169,54,4,1,164,6.8,No,Bronze,1
78019,France,2004,Gymnastics,Relay,Male,31,184,70,15,2,198,5.1,No,Bronze,1
78020,Italy,2000,Gymnastics,Vault,Male,24,177,48,2,2,53,6.2,No,Bronze,2
78021,Canada,2016,Swimming,Freestyle,Male,24,168,80,15,0,56,5,Yes,Gold,1
78022,Italy,2000,Athletics,Butterfly,Male,22,184,78,2,1,199,7.4,No,Gold,1
78023,Brazil,2008,Shooting,Floor Exercise,Male,16,161,68,9,2,142,9,No,Silver,1
78024,UK,2015,Athletics,Butterfly,Male,35,186,72,9,0,73,5.9,No,Bronze,1
78025,China,2022,Gymnastics,Relay,Male,35,192,83,15,2,37,6,No,Silver,1
78026,Germany,2012,Boxing,Vault,Male,27,159,48,11,0,6,8.3,No,Silver,1
78027,India,2020,Athletics,Heavyweight,Male,22,178,73,9,1,146,8,No,Silver,2
78028,India,2004,Athletics,Butterfly,Female,21,178,81,7,0,119,6.1,No,Gold,2
78029,Australia,2006,Athletics,Single Sculls,Female,31,171,52,11,0,187,9.7,No,Gold,1
78030,USA,2008,Rowing,Butterfly,Female,24,190,73,7,1,51,6,No,Gold,3
78031,USA,2007,Cycling,Single Sculls,Male,20,161,98,11,0,84,9.6,No,Silver,1
78032,Australia,2003,Cycling,200m,Female,30,181,69,12,3,24,9,No,Gold,1
78033,China,2013,Wrestling,Vault,Female,28,174,64,11,4,44,5.4,No,Silver,1
78034,Japan,2003,Wrestling,Freestyle,Male,27,181,75,7,2,184,8.6,No,Silver,1
78035,India,2023,Athletics,Relay,Female,22,158,85,12,0,165,8.2,Yes,Gold,1
78036,Germany,2003,Shooting,Floor Exercise,Male,23,171,74,4,4,50,6.7,No,Bronze,2
78037,China,2007,Athletics,Vault,Female,23,154,66,7,0,100,5.1,No,Silver,1
78038,Australia,2001,Rowing,Road Race,Female,27,176,48,2,0,74,6.6,No,Bronze,3
78039,Italy,2000,Athletics,Heavyweight,Male,19,186,63,3,1,36,9.9,No,Silver,3
78040,France,2022,Cycling,200m,Male,19,164,90,10,2,67,9.8,No,Silver,1
78041,Italy,2015,Athletics,Heavyweight,Male,28,171,77,14,0,14,5.5,No,Bronze,2
78042,Italy,2019,Wrestling,Vault,Female,16,175,64,5,0,80,8.2,No,Silver,2
78043,India,2017,Swimming,Freestyle,Male,24,172,82,2,2,34,6.8,No,Silver,1
78044,Canada,2003,Gymnastics,Relay,Male,24,156,74,11,0,110,8.3,No,Bronze,1
78045,UK,2008,Swimming,Butterfly,Male,24,186,61,6,0,60,8.1,No,Bronze,2
78046,China,2019,Gymnastics,Rifle,Female,22,166,77,15,1,26,5.6,No,Gold,4
78047,Australia,2013,Athletics,Relay,Male,32,172,84,3,0,79,8.1,Yes,Gold,2
78048,China,2016,Wrestling,Heavyweight,Male,24,182,66,15,0,51,9.2,No,Bronze,1
78049,USA,2006,Rowing,Single Sculls,Female,31,188,79,14,1,157,6.9,No,Gold,2
78050,Australia,2016,Boxing,100m,Female,25,168,75,1,0,49,5.5,No,Bronze,1
78051,China,2004,Swimming,Relay,Female,22,178,69,10,1,119,6.7,Yes,Silver,1
78052,India,2000,Athletics,Relay,Male,16,169,69,7,3,157,5.1,No,Gold,2
78053,Italy,2014,Swimming,Relay,Female,22,180,65,9,2,155,8.2,No,Bronze,1
78054,USA,2008,Cycling,Heavyweight,Male,29,166,45,5,1,56,8.5,No,Bronze,1
78055,Canada,2008,Swimming,100m,Male,29,180,74,7,0,6,7.6,No,Gold,2
78056,Japan,2018,Wrestling,Rifle,Female,26,173,78,10,0,34,6.2,No,Gold,2
78057,Italy,2000,Rowing,Freestyle,Male,21,183,85,13,0,132,10,No,Bronze,3
78058,Japan,2015,Swimming,Butterfly,Female,21,176,64,13,0,38,5.2,No,Silver,2
78059,Japan,2006,Athletics,100m,Male,22,172,68,4,2,140,8.7,No,Gold,2
78060,Japan,2003,Swimming,Relay,Male,23,181,63,12,0,56,6.3,No,Gold,1
78061,France,2002,Cycling,Vault,Male,26,183,55,14,1,200,5.9,No,Bronze,2
78062,USA,2004,Cycling,Butterfly,Female,23,150,82,1,2,99,9.6,Yes,Silver,1
78063,Australia,2015,Swimming,Relay,Male,35,168,72,1,0,21,9,No,Bronze,3
78064,China,2010,Swimming,Relay,Male,23,179,81,5,0,176,7.4,No,Gold,3
78065,Italy,2001,Boxing,Freestyle,Female,28,170,70,11,1,18,7.5,No,Bronze,2
78066,India,2001,Swimming,Floor Exercise,Male,23,175,78,10,0,193,8.2,No,Silver,1
78067,India,2019,Swimming,100m,Female,24,160,97,4,3,75,8.9,Yes,Silver,3
78068,Australia,2013,Gymnastics,200m,Female,24,189,76,3,2,103,6.2,Yes,Silver,4
78069,Australia,2022,Wrestling,Single Sculls,Male,24,174,57,11,0,50,7.2,No,Silver,1
78070,Russia,2020,Gymnastics,Butterfly,Female,19,184,97,12,0,175,7.8,No,Bronze,4
78071,India,2006,Shooting,Rifle,Male,29,172,45,10,1,116,9.5,No,Gold,3
78072,Germany,2012,Athletics,Single Sculls,Female,25,167,84,1,2,88,9.4,No,Silver,1
78073,USA,2020,Shooting,Rifle,Male,25,166,59,13,0,179,9.3,No,Gold,2
78074,Brazil,2016,Rowing,Vault,Male,30,178,70,7,1,192,8,No,Bronze,4
78075,Japan,2016,Shooting,Floor Exercise,Male,30,183,76,15,3,12,9,No,Bronze,1
78076,India,2013,Athletics,Heavyweight,Male,24,181,82,6,0,195,5,Yes,Bronze,1
78077,France,2006,Swimming,Road Race,Male,27,151,78,15,1,129,5.7,No,Bronze,2
78078,India,2023,Boxing,Rifle,Male,23,174,59,14,0,163,9,No,Silver,2
78079,Brazil,2023,Shooting,Vault,Male,24,188,66,4,0,184,5.6,Yes,Silver,1
78080,Australia,2011,Athletics,Freestyle,Female,28,180,84,12,0,148,8.5,No,Bronze,2
78081,Russia,2022,Wrestling,100m,Male,31,172,70,9,0,30,5.8,No,Silver,1
78082,China,2003,Boxing,Butterfly,Female,31,171,68,7,1,140,5.4,No,Silver,2
78083,Germany,2012,Swimming,Road Race,Male,21,173,83,10,0,141,9.9,No,Bronze,2
78084,China,2009,Cycling,Rifle,Male,21,192,70,11,1,153,6.6,No,Gold,1
78085,Canada,2012,Gymnastics,Road Race,Male,25,174,79,2,0,199,9.8,No,Gold,1
78086,USA,2004,Athletics,100m,Male,25,202,85,14,0,65,7.7,No,Bronze,2
78087,India,2014,Athletics,100m,Female,20,160,70,9,2,51,8.3,No,Bronze,1
78088,UK,2001,Gymnastics,Butterfly,Male,25,191,82,7,0,154,7.9,No,Gold,1
78089,Canada,2020,Boxing,Relay,Male,25,183,55,6,0,4,7.5,No,Bronze,1
78090,Russia,2001,Swimming,Road Race,Female,20,176,89,9,1,15,9.9,Yes,Bronze,1
78091,Australia,2014,Swimming,Rifle,Female,24,175,102,12,2,91,7.5,Yes,Bronze,1
78092,China,2012,Swimming,Road Race,Female,26,160,84,7,0,142,6.1,No,Silver,2
78093,China,2000,Rowing,Rifle,Male,29,167,66,10,3,118,7.5,No,Silver,1
78094,Japan,2020,Athletics,Relay,Male,18,180,78,9,2,148,7.1,No,Bronze,1
78095,USA,2022,Swimming,Road Race,Male,30,169,77,10,2,117,8,No,Gold,1
78096,France,2020,Wrestling,Single Sculls,Male,28,173,80,15,0,167,6.7,No,Bronze,2
78097,India,2006,Swimming,Rifle,Male,32,156,66,9,3,122,7.3,No,Bronze,1
78098,USA,2002,Swimming,Vault,Male,27,186,52,8,1,94,5.4,No,Silver,1
78099,France,2021,Gymnastics,Single Sculls,Male,29,184,81,3,0,20,7.7,No,Silver,1
78100,Brazil,2016,Rowing,Heavyweight,Male,22,173,85,12,0,72,9.5,No,Bronze,1
78101,Russia,2002,Boxing,Rifle,Male,29,168,58,14,4,28,5.3,No,Bronze,1
78102,India,2008,Wrestling,200m,Male,22,163,65,11,0,178,8.4,No,Gold,1
78103,Japan,2014,Swimming,Rifle,Male,17,175,79,14,1,99,6.3,Yes,Gold,1
78104,China,2002,Swimming,Floor Exercise,Male,34,161,55,13,0,200,6.3,No,Gold,1
78105,Australia,2000,Athletics,Vault,Male,30,159,82,2,1,116,9.8,No,Silver,1
78106,India,2017,Boxing,Road Race,Female,27,189,78,14,1,97,7,No,Gold,1
78107,USA,2014,Wrestling,Floor Exercise,Female,24,167,70,3,2,25,8.2,Yes,Bronze,1
78108,USA,2001,Swimming,Heavyweight,Male,33,182,64,6,3,24,5.9,Yes,Silver,3
78109,Germany,2014,Swimming,200m,Female,26,185,73,10,0,24,9.6,No,Silver,2
78110,India,2013,Shooting,Floor Exercise,Female,25,179,59,15,1,177,6.1,Yes,Gold,2
78111,China,2015,Athletics,Relay,Female,22,181,70,15,3,44,9.3,No,Gold,3
78112,Germany,2020,Boxing,Road Race,Male,30,150,78,13,2,120,6.9,No,Bronze,1
78113,China,2023,Gymnastics,200m,Male,34,177,59,11,0,100,9,No,Bronze,1
78114,USA,2011,Cycling,Single Sculls,Female,24,163,74,5,0,108,9.8,No,Gold,1
78115,China,2004,Gymnastics,Heavyweight,Male,25,178,77,11,0,26,8.5,No,Gold,2
